Language,Location,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes
License,/Users/ropf/case_systems/gaffer/LICENSE,LICENSE,202,169,0,33,0,11358
XML,/Users/ropf/case_systems/gaffer/pom.xml,pom.xml,433,392,20,21,0,17480
YAML,/Users/ropf/case_systems/gaffer/.travis.yml,.travis.yml,5,5,0,0,0,146
Markdown,/Users/ropf/case_systems/gaffer/README.md,README.md,92,68,0,24,0,6770
gitignore,/Users/ropf/case_systems/gaffer/.gitignore,.gitignore,27,14,12,1,0,711
Java,/Users/ropf/case_systems/gaffer/rest-api/src/test/java/gaffer/rest/GraphFactoryForTest.java,GraphFactoryForTest.java,20,3,15,2,0,680
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/SystemProperty.java,SystemProperty.java,42,16,23,3,0,1872
XML,/Users/ropf/case_systems/gaffer/array-list-store/pom.xml,pom.xml,87,64,17,6,0,3139
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/main/java/gaffer/arrayliststore/ArrayListStore.java,ArrayListStore.java,121,79,26,16,3,4238
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/GraphFactory.java,GraphFactory.java,130,85,23,22,15,4508
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/main/java/gaffer/arrayliststore/export/ArrayListStoreExporter.java,ArrayListStoreExporter.java,54,27,20,7,1,1735
Java,/Users/ropf/case_systems/gaffer/rest-api/src/test/java/gaffer/rest/service/ExamplesServiceTest.java,ExamplesServiceTest.java,165,115,21,29,0,5780
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/AbstractAddElementsFromHdfsJobFactory.java,AbstractAddElementsFromHdfsJobFactory.java,80,43,25,12,6,3263
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/jobfactory/TextJobInitialiser.java,TextJobInitialiser.java,49,24,19,6,1,1783
