Language,Location,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes
License,/Users/ropf/case_systems/gaffer/LICENSE,LICENSE,202,169,0,33,0,11358
XML,/Users/ropf/case_systems/gaffer/findbugs-exclude.xml,findbugs-exclude.xml,21,6,15,0,0,751
Markdown,/Users/ropf/case_systems/gaffer/README.md,README.md,107,74,0,33,0,5055
gitignore,/Users/ropf/case_systems/gaffer/.gitignore,.gitignore,33,20,12,1,0,781
XML,/Users/ropf/case_systems/gaffer/pom.xml,pom.xml,1201,1155,26,20,0,52555
YAML,/Users/ropf/case_systems/gaffer/.travis.yml,.travis.yml,40,36,0,4,0,4049
XML,/Users/ropf/case_systems/gaffer/rest-api/core-rest/pom.xml,pom.xml,195,171,18,6,0,7599
Markdown,/Users/ropf/case_systems/gaffer/store-implementation/federated-store/README.md,README.md,24,16,0,8,0,1032
Shell,/Users/ropf/case_systems/gaffer/cd/after_success.sh,after_success.sh,7,4,1,2,4,151
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/test/java/uk/gov/gchq/gaffer/rest/AbstractRestApiIT.java,AbstractRestApiIT.java,89,62,15,12,0,3230
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/test/java/uk/gov/gchq/gaffer/rest/RestApiTestClient.java,RestApiTestClient.java,156,107,16,33,7,5542
JSON,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/test/resources/schema/schema.json,schema.json,39,39,0,0,0,717
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/test/java/uk/gov/gchq/gaffer/rest/DisableOperationsTest.java,DisableOperationsTest.java,101,64,21,16,2,4003
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/test/java/uk/gov/gchq/gaffer/rest/ExampleGeneratorTest.java,ExampleGeneratorTest.java,102,66,18,18,0,3938
JSON,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/test/resources/addOperationsToChain.json,addOperationsToChain.json,78,78,0,0,0,1800
Properties File,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/test/resources/store.properties,store.properties,17,2,15,0,0,725
Shell,/Users/ropf/case_systems/gaffer/cd/install.sh,install.sh,13,10,1,2,8,512
XML,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/test/resources/log4j.xml,log4j.xml,30,14,15,1,0,1186
Shell,/Users/ropf/case_systems/gaffer/cd/before_install.sh,before_install.sh,25,16,5,4,3,717
