Language,Location,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes
License,/Users/ropf/case_systems/gaffer/LICENSE,LICENSE,202,169,0,33,0,11358
XML,/Users/ropf/case_systems/gaffer/pom.xml,pom.xml,391,350,20,21,0,15678
gitignore,/Users/ropf/case_systems/gaffer/.gitignore,.gitignore,25,12,12,1,0,694
Markdown,/Users/ropf/case_systems/gaffer/README.md,README.md,92,68,0,24,0,6770
YAML,/Users/ropf/case_systems/gaffer/.travis.yml,.travis.yml,3,3,0,0,0,126
Java,/Users/ropf/case_systems/gaffer/rest-api/src/test/java/gaffer/rest/service/ExamplesServiceTest.java,ExamplesServiceTest.java,110,74,18,18,0,3949
Java,/Users/ropf/case_systems/gaffer/rest-api/src/test/java/gaffer/rest/service/SimpleGraphConfigurationServiceTest.java,SimpleGraphConfigurationServiceTest.java,83,45,23,15,0,2414
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/serialisation/AbstractJacksonJsonProvider.java,AbstractJacksonJsonProvider.java,44,18,21,5,0,1724
XML,/Users/ropf/case_systems/gaffer/rest-api/pom.xml,pom.xml,161,142,15,4,0,5935
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/SystemStatus.java,SystemStatus.java,39,17,15,7,0,1076
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/SystemProperty.java,SystemProperty.java,39,13,23,3,0,1620
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/main/java/gaffer/arrayliststore/operation/handler/AddElementsHandler.java,AddElementsHandler.java,58,35,15,8,1,2207
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/main/java/gaffer/arrayliststore/operation/handler/GetElementsHandler.java,GetElementsHandler.java,173,142,15,16,62,6934
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/data/generator/SimpleEntityGenerator.java,SimpleEntityGenerator.java,53,32,15,6,0,2148
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/data/SimpleEntityDataObject.java,SimpleEntityDataObject.java,63,37,15,11,0,1661
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/main/java/gaffer/arrayliststore/operation/handler/GetAdjacentEntitySeedsHandler.java,GetAdjacentEntitySeedsHandler.java,99,63,23,13,25,4068
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/data/generator/SimpleGenerator.java,SimpleGenerator.java,53,29,15,9,4,2082
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/data/generator/SimpleEdgeGenerator.java,SimpleEdgeGenerator.java,56,35,15,6,0,2257
XML,/Users/ropf/case_systems/gaffer/array-list-store/pom.xml,pom.xml,82,60,17,5,0,2922
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/service/IOperationService.java,IOperationService.java,123,90,19,14,0,5544
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/service/IGraphConfigurationService.java,IGraphConfigurationService.java,60,34,19,7,0,2188
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/service/SimpleGraphConfigurationService.java,SimpleGraphConfigurationService.java,124,83,24,17,10,4449
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/GraphFactory.java,GraphFactory.java,80,48,18,14,9,2617
XML,/Users/ropf/case_systems/gaffer/simple-operation-library/pom.xml,pom.xml,78,56,17,5,0,2849
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/service/StatusService.java,StatusService.java,44,22,18,4,0,1598
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/service/IExamplesService.java,IExamplesService.java,95,55,26,14,0,3358
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/operation/handler/GetElementsHandlerTest.java,GetElementsHandlerTest.java,73,46,15,12,0,2301
Properties File,/Users/ropf/case_systems/gaffer/array-list-store/src/test/resources/store.properties,store.properties,16,1,15,0,0,639
JSON,/Users/ropf/case_systems/gaffer/array-list-store/src/test/resources/schema/schema.json,schema.json,28,28,0,0,0,518
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/operation/handler/GetAdjacentEntitySeedsHandlerTest.java,GetAdjacentEntitySeedsHandlerTest.java,59,35,15,9,0,1925
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/application/AbstractApplicationConfig.java,AbstractApplicationConfig.java,72,43,20,9,0,2556
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/AddElementsFromHdfs.java,AddElementsFromHdfs.java,124,71,33,20,0,4470
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/service/SimpleOperationService.java,SimpleOperationService.java,167,117,24,26,3,5760
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/listeners/InitialiseListener.java,InitialiseListener.java,40,15,19,6,0,1242
