Language,Location,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes
License,/Users/ropf/case_systems/gaffer/LICENSE,LICENSE,202,169,0,33,0,11358
XML,/Users/ropf/case_systems/gaffer/pom.xml,pom.xml,217,179,20,18,0,8459
Markdown,/Users/ropf/case_systems/gaffer/README.md,README.md,90,67,0,23,0,6585
gitignore,/Users/ropf/case_systems/gaffer/.gitignore,.gitignore,24,11,12,1,0,678
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/jobfactory/JobInitialiser.java,JobInitialiser.java,40,8,29,3,0,1615
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/mapper/AbstractAddElementsFromHdfsMapper.java,AbstractAddElementsFromHdfsMapper.java,78,39,26,13,4,3351
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/AddElementsFromHdfsJobFactory.java,AddElementsFromHdfsJobFactory.java,32,12,15,5,0,1159
Properties File,/Users/ropf/case_systems/gaffer/array-list-store/src/test/resources/store.properties,store.properties,16,1,15,0,0,636
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/mapper/TextMapperGenerator.java,TextMapperGenerator.java,56,29,19,8,0,2090
JSON,/Users/ropf/case_systems/gaffer/array-list-store/src/test/resources/dataSchema.json,dataSchema.json,18,18,0,0,0,331
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/listeners/InitialiseListener.java,InitialiseListener.java,40,15,19,6,0,1238
XML,/Users/ropf/case_systems/gaffer/rest-api/pom.xml,pom.xml,154,135,15,4,0,5724
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/ArrayListStoreTest.java,ArrayListStoreTest.java,335,263,31,41,15,14856
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/SystemStatus.java,SystemStatus.java,39,17,15,7,0,1073
XML,/Users/ropf/case_systems/gaffer/simple-operation-library/pom.xml,pom.xml,76,54,17,5,0,2828
Java,/Users/ropf/case_systems/gaffer/rest-api/src/main/java/gaffer/rest/SystemProperty.java,SystemProperty.java,25,15,8,2,0,1173
