Language,Location,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes
XML,/Users/ropf/case_systems/gaffer/findbugs-exclude.xml,findbugs-exclude.xml,21,6,15,0,0,757
License,/Users/ropf/case_systems/gaffer/LICENSE,LICENSE,202,169,0,33,0,11358
Markdown,/Users/ropf/case_systems/gaffer/README.md,README.md,107,74,0,33,0,5191
XML,/Users/ropf/case_systems/gaffer/pom.xml,pom.xml,1355,1302,33,20,0,60314
gitignore,/Users/ropf/case_systems/gaffer/.gitignore,.gitignore,33,20,12,1,0,781
XML,/Users/ropf/case_systems/gaffer/rest-api/pom.xml,pom.xml,35,18,15,2,0,1345
YAML,/Users/ropf/case_systems/gaffer/.travis.yml,.travis.yml,43,37,0,6,0,4175
Markdown,/Users/ropf/case_systems/gaffer/rest-api/README.md,README.md,96,82,0,14,0,4179
XML,/Users/ropf/case_systems/gaffer/store-implementation/pom.xml,pom.xml,37,19,15,3,0,1405
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/package-info.java,package-info.java,20,1,18,1,0,692
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/serialisation/TextMessageBodyWriter.java,TextMessageBodyWriter.java,62,38,15,9,0,2155
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/SystemStatus.java,SystemStatus.java,116,72,22,22,6,3340
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/serialisation/RestJsonProvider.java,RestJsonProvider.java,43,17,20,6,0,1474
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/serialisation/package-info.java,package-info.java,20,1,18,1,0,712
Java,/Users/ropf/case_systems/gaffer/store-implementation/federated-store/src/main/java/uk/gov/gchq/gaffer/federatedstore/schema/FederatedViewValidator.java,FederatedViewValidator.java,98,64,15,19,13,4488
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/ServletLifecycleListener.java,ServletLifecycleListener.java,71,19,45,7,0,2642
Java,/Users/ropf/case_systems/gaffer/store-implementation/federated-store/src/main/java/uk/gov/gchq/gaffer/federatedstore/util/FederatedStoreUtil.java,FederatedStoreUtil.java,185,127,42,16,29,8365
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/SystemProperty.java,SystemProperty.java,130,76,40,14,2,5976
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/JaxRsErrorFactory.java,JaxRsErrorFactory.java,51,15,30,6,0,1817
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/ServiceConstants.java,ServiceConstants.java,55,26,21,8,0,2501
XML,/Users/ropf/case_systems/gaffer/rest-api/core-rest/pom.xml,pom.xml,212,188,18,6,0,8274
Java,/Users/ropf/case_systems/gaffer/rest-api/core-rest/src/main/java/uk/gov/gchq/gaffer/rest/FactoriesBinder.java,FactoriesBinder.java,61,32,21,8,0,2458
