Language,Location,Filename,Lines,Code,Comments,Blanks,Complexity,Bytes
License,/Users/ropf/case_systems/gaffer/LICENSE,LICENSE,202,169,0,33,0,11358
Markdown,/Users/ropf/case_systems/gaffer/README.md,README.md,90,67,0,23,0,6588
XML,/Users/ropf/case_systems/gaffer/pom.xml,pom.xml,344,303,20,21,0,13349
gitignore,/Users/ropf/case_systems/gaffer/.gitignore,.gitignore,25,12,12,1,0,694
YAML,/Users/ropf/case_systems/gaffer/.travis.yml,.travis.yml,3,3,0,0,0,64
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/jobfactory/JobInitialiser.java,JobInitialiser.java,40,8,29,3,0,1638
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/mapper/MapperGenerator.java,MapperGenerator.java,32,6,24,2,0,1392
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/mapper/TextMapperGenerator.java,TextMapperGenerator.java,56,29,19,8,0,2094
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/mapper/AbstractAddElementsFromHdfsMapper.java,AbstractAddElementsFromHdfsMapper.java,84,45,26,13,4,3691
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/data/SimpleEdgeDataObject.java,SimpleEdgeDataObject.java,74,46,15,13,0,1916
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/data/SimpleEntityDataObject.java,SimpleEntityDataObject.java,63,37,15,11,0,1661
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/ArrayListStoreTest.java,ArrayListStoreTest.java,335,263,31,41,15,14859
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/operation/handler/GetElementsHandlerTest.java,GetElementsHandlerTest.java,73,46,15,12,0,2301
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/AbstractAddElementsFromHdfsJobFactory.java,AbstractAddElementsFromHdfsJobFactory.java,80,44,25,11,6,3320
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/jobfactory/TextJobInitialiser.java,TextJobInitialiser.java,44,19,19,6,0,1633
Java,/Users/ropf/case_systems/gaffer/simple-operation-library/src/main/java/gaffer/operation/simple/hdfs/handler/jobfactory/AvroJobInitialiser.java,AvroJobInitialiser.java,67,38,19,10,2,2418
XML,/Users/ropf/case_systems/gaffer/simple-operation-library/pom.xml,pom.xml,76,54,17,5,0,2831
Properties File,/Users/ropf/case_systems/gaffer/array-list-store/src/test/resources/store.properties,store.properties,16,1,15,0,0,639
Java,/Users/ropf/case_systems/gaffer/array-list-store/src/test/java/gaffer/arrayliststore/data/generator/SimpleEntityGenerator.java,SimpleEntityGenerator.java,53,32,15,6,0,2148
